# Enneagram scores.rnl versie 23 januari 2012. Copyright Sjoerd Harm Visser (sjoerd.h.visser@hccnet.nl).
# Sun in houses
6,11,0,95,1,53,1,43,0,99,1,26,0,47,0,51,1,12,0,75
6,12,0,61,1,12,1,17,1,10,0,91,1,20,1,07,0,78,1,03
# Saturn in houses
7,1,0,96,0,45,0,79,1,27,0,85,1,29,1,36,1,02,1,00
7,2,1,05,1,21,0,65,0,66,1,31,1,53,1,04,0,98,0,58
7,3,0,45,1,61,1,20,1,38,0,97,0,66,0,63,1,18,0,92
7,4,0,97,1,60,1,03,0,57,0,67,0,53,1,55,0,80,1,29
7,5,0,55,0,68,0,88,0,66,1,42,0,84,1,18,1,49,1,30
7,6,1,45,1,23,1,20,0,79,0,64,0,45,0,41,1,07,1,75
7,7 ,0,96,0,80,1,16,1,04,0,85,1,29,1,06,1,08,0,75
7,8,1,59,0,19,0,72,0,99,1,34,1,20,1,31,0,48,1,17
7,9,1,37,0,32,1,00,0,92,1,11,1,24,0,77,0,79,1,49
7,10,1,38,1,02,1,04,1,50,0,93,1,13,0,74,0,68,0,58
7,11,0,58,1,82,1,01,0,82,0,95,1,12,1,43,0,70,0,57
7,12,0,83,0,84,1,33,1,57,1,02,0,82,0,45,1,72,0,42
# Uranus in houses
8,1,0,30,0,37,1,26,1,02,1,25,0,60,1,19,1,41,1,61
8,2,0,55,0,63,0,76,1,43,0,99,1,09,1,44,1,44,0,67
8,3,1,01,0,51,1,43,0,75,0,90,0,64,1,84,0,97,0,95
8,4,1,37,0,54,1,40,0,72,0,52,0,90,1,02,1,01,1,52
8,5,1,28,0,79,1,14,1,52,0,97,1,35,0,66,0,93,0,38
8,6,0,97,0,39,0,84,0,95,0,74,1,83,1,37,1,27,0,65
8,7,1,32,1,04,0,51,0,69,1,02,1,64,1,00,0,65,1,12
8,8,0,91,0,66,0,89,0,95,1,15,2,01,0,92,0,88,0,63
8,9,0,75,1,13,0,83,1,12,1,08,1,00,1,14,0,97,0,98
8,10,1,51,1,88,1,31,1,00,0,65,0,33,0,43,0,97,0,92
8,11,1,10,1,24,1,12,1,36,1,51,0,54,0,33,0,89,0,91
8,12,0,91,2,48,0,53,0,53,1,19,0,30,0,84,0,67,1,54
# Neptune in houses
9,1,0,65,1,86,1,82,1,78,0,61,0,26,0,35,0,97,0,70
9,2,0,55,1,73,1,19,1,04,1,08,0,34,0,91,0,77,1,39
9,3,1,09,1,40,0,57,1,19,1,41,0,11,0,49,0,79,1,96
9,4,1,12,0,79,1,41,1,62,1,15,1,27,0,30,0,54,0,81
9,5,0,53,1,74,1,27,0,69,0,70,1,05,0,68,0,78,1,56
9,6,0,14,0,28,1,72,0,75,1,19,1,04,1,61,1,20,1,06
9,7,0,71,0,25,0,77,0,89,1,35,1,10,1,12,2,63,0,19
9,8,1,59,0,74,0,58,0,43,1,08,1,80,1,61,0,67,0,50
9,9,1,92,0,34,0,30,0,77,0,48,1,12,2,23,0,63,1,21
9,10,1,77,0,63,0,87,0,44,0,72,1,94,0,42,1,16,1,05
9,11,1,14,1,34,0,57,0,88,1,12,1,23,1,14,0,98,0,60
9,12,0,87,0,63,0,77,1,61,1,20,0,75,1,36,1,11,0,71
# Pluto in houses
10,1,0,70,1,92,0,37,2,15,0,89,0,21,0,78,0,70,1,28
10,2,1,81,0,32,1,68,1,44,2,19,0,82,0,31,0,07,0,35
10,3,0,60,1,85,0,82,1,11,0,37,1,23,0,10,1,06,1,85
10,4,0,11,0,48,1,91,0,80,0,87,0,99,1,43,0,91,1,50
10,5,0,10,0,04,1,31,1,16,0,99,1,11,1,84,1,71,0,74
10,6,0,33,0,24,0,81,1,09,1,17,2,06,0,76,2,32,0,22
10,7,1,45,0,85,0,45,0,48,1,27,1,62,1,26,0,60,1,02
10,8,1,80,0,41,1,11,0,29,0,61,1,81,2,13,0,55,0,29
10,9,2,33,0,93,0,66,0,48,0,44,1,65,0,41,1,13,0,97
10,10,0,90,1,29,1,10,0,80,0,92,0,34,1,52,0,74,1,39
10,11,0,61,1,88,1,21,2,01,0,63,0,19,0,27,1,52,0,69
10,12,0,72,1,29,0,80,0,82,1,90,0,13,0,97,1,00,1,37
# True lunar node in houses
12,1,0,87,1,08,0,89,1,21,0,79,0,82,0,94,1,08,1,32
12,2,1,13,1,30,0,89,1,21,1,00,0,64,1,25,0,68,0,90
12,3,1,05,0,75,0,60,0,91,0,74,0,68,1,48,1,28,1,51
12,4,0,87,1,24,0,76,0,95,0,65,1,10,0,93,1,11,1,41
12,5,1,30,1,02,1,39,1,33,0,83,0,91,0,85,1,16,0,22
12,6,0,99,1,02,1,36,1,25,1,56,0,60,0,92,0,80,0,49
12,7,0,54,0,53,1,02,0,83,0,84,1,92,1,23,0,87,1,21
12,8,1,05,1,09,1,17,0,71,1,34,1,00,0,59,0,82,1,24
12,9,1,29,0,79,0,70,1,09,1,17,1,05,0,85,1,10,0,97
12,10,1,38,1,01,0,92,0,77,0,92,1,01,1,11,0,90,0,98
12,11,0,94,0,93,1,27,0,93,1,22,0,95,0,84,1,17,0,76
12,12,0,68,1,27,1,10,0,89,1,07,1,16,1,04,0,98,0,80
# Chiron in houses
13,1,0,85,1,21,0,53,0,93,0,76,1,47,1,29,0,82,1,14
13,2,0,08,1,29,1,04,0,51,1,21,1,66,1,31,1,24,0,67
13,3,1,08,0,57,0,90,1,41,1,13,1,40,0,69,1,08,0,75
13,4,1,06,1,13,1,42,0,90,0,83,0,51,1,29,0,97,0,89
13,5,1,23,1,57,1,00,0,59,1,06,0,75,1,03,1,09,0,67
13,6,1,38,1,99,0,65,0,42,0,84,0,34,0,80,0,76,1,81
13,7,0,91,0,58,0,95,0,60,1,14,0,64,1,44,1,00,1,75
13,8,0,89,1,14,0,95,1,08,1,09,0,92,0,91,1,22,0,79
13,9,0,95,0,67,1,35,1,16,0,67,0,76,0,75,1,01,1,68
13,10,0,62,0,44,1,25,1,30,1,30,0,84,1,34,0,88,1,02
13,11,1,62,0,85,1,16,1,69,0,86,1,31,0,48,0,90,0,13
13,12,1,49,0,35,0,81,1,66,1,08,1,56,0,50,1,02,0,53
# Mean lunar apogee in houses
43,1,0,64,0,91,1,24,0,94,0,87,0,88,0,58,1,54,1,39
43,2,1,55,0,40,0,72,1,38,1,28,1,08,0,82,0,78,1,00
43,3,0,88,1,54,0,69,0,93,0,98,1,03,0,82,1,12,1,01
43,4,0,96,1,20,0,87,0,94,1,33,0,57,0,73,1,11,1,29
43,5,0,95,0,87,1,10,1,34,0,92,0,83,1,13,0,97,0,90
43,6,0,88,0,99,0,93,0,84,0,84,1,09,1,46,0,81,1,17
43,7,0,86,1,06,1,10,1,08,0,56,1,28,1,22,0,81,1,04
43,8,1,04,1,20,1,18,0,69,1,06,0,81,1,21,0,99,0,83
43,9,1,08,1,48,0,92,0,81,0,91,1,12,1,03,0,89,0,77
43,10,0,98,1,22,1,01,0,99,1,00,1,12,0,66,0,99,1,04
43,11,1,27,0,73,1,11,0,95,1,18,1,07,1,18,0,58,0,94
43,12,0,97,0,32,1,11,1,13,1,20,1,08,1,10,1,47,0,61

